gender,age,race/ethnicity,parental level of education,ParentMaritalStatus,PracticeSport,lunch,school mark,school_type,test preparation course,Stress,daily studing time,prefer to study in,Financial Status,social_support,extracurricular_activities,teacher_student_relationship,anxiety_level,self_esteem,depression,noise_level,safety,basic_needs,week_absences,internet,daily_freetime,Sleep_Hours,Adaptivity Level,Additional work,Transportation to the school,Taking notes in classes,Listening in classes,teaching_method,school_setting,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Structuring of the course,score,decision
female,18,group B,high school,married,never,free/reduced,1,Public,none,No,5,Night,Fabulous,Moderate,No,High,No,High,No,Moderate,Yes,High,0,Yes,No,6,Moderate,Yes,Yes,regulary,Law,Standard,Rural,Law,High,Law,Law,65,PASS
male,22,group C,some high school,married,regularly,standard,2,Public,completed,No,5,Morning,Fabulous,High,No,High,Moderate,No,Moderate,No,Yes,High,2,Yes,Moderate,7,Moderate,Yes,Yes,never,High,Standard,Rural,Law,Law,Moderate,Moderate,74,PASS
male,23,group C,'master''s degree',divorced,sometimes,standard,4,Public,none,Moderate,3,Anytime,Fabulous,No,No,Moderate,Moderate,No,Moderate,Moderate,No,High,2,Yes,Moderate,6,Low,Yes,No,never,High,Standard,Rural,Law,Law,High,Moderate,56,FAIL
female,22,group C,'associate''s degree',divorced,sometimes,free/reduced,4,Public,completed,Moderate,5,Anytime,Fabulous,No,Yes,Moderate,Moderate,Moderate,Moderate,No,Yes,Moderate,2,No,Moderate,6,Moderate,Yes,Yes,sometimes,High,Standard,Rural,Moderate,High,Law,Moderate,85,PASS
female,19,group C,some high school,married,sometimes,standard,5,Public,none,No,5,Night,Fabulous,Moderate,Yes,High,Moderate,Moderate,Moderate,High,Yes,High,1,No,High,4,Moderate,No,Yes,never,Law,Standard,Rural,High,High,Law,High,68,PASS
male,20,group C,some high school,widowed,regularly,standard,1,Public,completed,Moderate,5,Morning,Good,Moderate,No,No,Moderate,High,High,High,Yes,Moderate,2,No,Moderate,5,High,No,No,regulary,Law,Standard,Rural,High,Moderate,Moderate,High,55,FAIL
female,19,group B,high school,married,regularly,free/reduced,1,Public,none,Moderate,3,Night,Fabulous,No,No,High,Moderate,Moderate,No,No,Yes,High,0,Yes,High,4,Low,No,Yes,sometimes,High,Standard,Rural,Moderate,High,High,Moderate,62,PASS
female,24,group D,some college,single,sometimes,standard,1,Public,none,No,2,Anytime,Fabulous,Moderate,No,No,No,Moderate,High,High,Yes,Moderate,0,Yes,No,7,High,Yes,Yes,never,Law,Standard,Rural,Moderate,Moderate,Moderate,High,79,PASS
male,18,group A,some college,single,sometimes,free/reduced,4,Public,none,High,3,Anytime,Fabulous,No,Yes,Moderate,No,Moderate,Moderate,Moderate,Yes,Moderate,1,Yes,No,7,Low,No,No,regulary,Law,Standard,Rural,Moderate,High,High,Law,46,FAIL
female,24,group D,some college,single,sometimes,standard,4,Public,none,No,5,Morning,Good,Moderate,No,High,No,Moderate,No,High,Yes,Moderate,1,Yes,Moderate,6,Low,Yes,Yes,regulary,Law,Standard,Rural,Moderate,Law,Moderate,Law,61,PASS
male,20,group B,some high school,married,never,free/reduced,5,Public,none,Moderate,4,Night,Fabulous,Moderate,No,No,Moderate,No,No,No,Yes,High,1,No,High,5,Moderate,Yes,No,sometimes,High,Standard,Rural,Moderate,High,Moderate,Moderate,72,PASS
female,21,group C,'master''s degree',divorced,regularly,standard,5,Public,completed,Moderate,2,Night,Fabulous,Moderate,Yes,No,Moderate,High,Moderate,Moderate,Yes,Moderate,1,No,Moderate,5,Low,Yes,No,sometimes,Law,Standard,Rural,Moderate,Law,High,Law,81,PASS
female,20,group C,'associate''s degree',married,sometimes,standard,3,Public,completed,Moderate,2,Anytime,Fabulous,Moderate,No,Moderate,High,Moderate,High,No,Yes,High,1,No,High,7,Moderate,No,Yes,regulary,Law,Experimental,Rural,Law,High,Law,Law,75,PASS
male,24,group C,high school,married,regularly,standard,1,Public,none,No,3,Night,Awful,Moderate,No,No,Moderate,No,High,High,Yes,Moderate,0,Yes,No,5,High,Yes,Yes,regulary,High,Experimental,Rural,Law,Moderate,High,Moderate,82,PASS
male,21,group A,some college,divorced,never,free/reduced,1,Public,none,No,4,Morning,Fabulous,High,Yes,High,Moderate,No,No,Moderate,No,Moderate,2,Yes,No,4,Moderate,No,No,regulary,Law,Experimental,Rural,High,Moderate,Moderate,Moderate,68,PASS
female,21,group C,some high school,married,never,free/reduced,4,Public,none,No,3,Anytime,Good,High,Yes,High,Moderate,No,No,High,No,No,1,No,High,6,Moderate,No,No,regulary,Law,Experimental,Rural,Law,High,Law,Moderate,32,FAIL
male,24,group C,high school,divorced,never,free/reduced,4,Public,none,No,4,Anytime,Fabulous,High,No,High,High,No,No,No,No,No,1,Yes,No,4,Moderate,Yes,No,never,High,Experimental,Rural,Law,High,Moderate,Moderate,40,FAIL
male,18,group E,'associate''s degree',married,regularly,standard,4,Public,none,No,4,Night,Fabulous,Moderate,Yes,Moderate,No,No,High,High,No,High,0,Yes,No,7,Low,Yes,No,never,High,Experimental,Rural,Law,Moderate,Law,Moderate,72,PASS
male,20,group C,'master''s degree',married,regularly,free/reduced,5,Public,none,Moderate,2,Night,Good,No,Yes,Moderate,Moderate,No,No,No,No,High,2,No,No,6,Low,No,No,never,Law,Experimental,Rural,High,High,Law,High,48,FAIL
male,18,group C,'associate''s degree',married,regularly,free/reduced,1,Public,none,High,3,Night,Awful,Moderate,Yes,Moderate,No,High,No,Moderate,No,High,1,Yes,No,6,Low,No,Yes,regulary,High,Experimental,Rural,Moderate,Moderate,Moderate,Moderate,45,FAIL
female,19,group A,'bachelor''s degree',married,sometimes,standard,5,Public,completed,No,2,Anytime,Bad,High,No,No,High,No,No,High,Yes,No,2,No,No,7,Low,No,Yes,never,Law,Experimental,Rural,Law,High,Law,High,97,PASS
female,23,group D,'bachelor''s degree',married,regularly,standard,4,Public,none,No,3,Anytime,Fabulous,Moderate,Yes,High,Moderate,Moderate,No,High,No,Moderate,1,Yes,No,6,High,No,No,never,High,Experimental,Rural,High,Moderate,Moderate,High,77,PASS
female,18,group D,'bachelor''s degree',married,sometimes,standard,5,Public,none,No,5,Night,Bad,Moderate,No,Moderate,Moderate,No,Moderate,Moderate,Yes,Moderate,0,No,High,7,Moderate,No,No,regulary,Law,Experimental,Rural,Moderate,High,Law,Law,87,PASS
male,22,group E,'associate''s degree',divorced,sometimes,free/reduced,4,Public,completed,Moderate,3,Night,Good,High,Yes,No,Moderate,Moderate,High,Moderate,No,High,0,No,No,7,Moderate,No,Yes,regulary,Law,Experimental,Rural,Law,Law,High,Law,62,PASS
female,20,group A,'associate''s degree',single,sometimes,standard,3,Public,completed,No,4,Anytime,Good,No,No,No,High,No,Moderate,Moderate,No,Moderate,2,No,Moderate,6,Moderate,Yes,No,regulary,High,Experimental,Rural,Law,High,Law,High,78,PASS
male,20,group B,'bachelor''s degree',divorced,sometimes,free/reduced,4,Public,completed,No,3,Morning,Fabulous,High,No,Moderate,No,Moderate,Moderate,High,No,No,2,Yes,No,4,Low,No,Yes,sometimes,Law,Experimental,Rural,Law,Law,High,High,52,FAIL
male,24,group D,some high school,married,sometimes,standard,5,Public,completed,Moderate,2,Anytime,Good,No,Yes,Moderate,Moderate,No,High,Moderate,No,High,1,Yes,High,6,Low,Yes,No,sometimes,Law,Experimental,Rural,High,Moderate,Moderate,High,71,PASS
female,18,group D,some college,married,regularly,standard,4,Public,none,Moderate,4,Morning,Fabulous,No,No,Moderate,No,Moderate,Moderate,High,No,High,1,Yes,High,5,Moderate,No,No,regulary,High,Experimental,Rural,Moderate,Law,High,Law,85,PASS
male,20,group D,high school,divorced,sometimes,standard,1,Public,none,Moderate,2,Anytime,Fabulous,High,No,Moderate,No,Moderate,Moderate,High,Yes,High,0,Yes,Moderate,6,High,No,No,regulary,Law,Experimental,Rural,Moderate,High,Law,Moderate,61,PASS
male,22,group C,some high school,single,sometimes,free/reduced,5,Public,none,Moderate,4,Anytime,Bad,High,Yes,Moderate,Moderate,Moderate,High,High,Yes,High,0,Yes,Moderate,6,High,No,No,regulary,Law,Experimental,Rural,High,Moderate,Moderate,Law,61,PASS
female,21,group C,'master''s degree',single,regularly,free/reduced,2,Public,none,Moderate,3,Night,Good,Moderate,No,No,Moderate,Moderate,High,High,Yes,High,2,Yes,No,7,Moderate,No,Yes,sometimes,Law,Experimental,Rural,Moderate,High,Moderate,Moderate,75,PASS
female,19,group C,high school,single,regularly,standard,5,Public,completed,No,5,Anytime,Good,No,Yes,Moderate,Moderate,Moderate,High,Moderate,Yes,Moderate,2,Yes,No,5,Moderate,Yes,No,regulary,Law,Standard,Rural,Moderate,High,Law,Moderate,62,PASS
female,22,group D,some college,married,regularly,standard,2,Public,completed,Moderate,3,Anytime,Good,Moderate,Yes,Moderate,Moderate,Moderate,Moderate,No,Yes,High,0,Yes,High,6,High,Yes,No,sometimes,High,Standard,Rural,Law,High,Moderate,Moderate,72,PASS
male,19,group D,some college,married,sometimes,free/reduced,1,Public,completed,No,3,Morning,Bad,No,Yes,Moderate,High,High,High,High,Yes,High,0,No,High,7,High,No,Yes,never,Law,Standard,Rural,Law,High,Law,Law,67,PASS
male,21,group E,'bachelor''s degree',divorced,sometimes,standard,3,Public,completed,No,4,Night,Fabulous,High,No,Moderate,Moderate,Moderate,Moderate,Moderate,Yes,No,0,No,High,7,Moderate,Yes,No,regulary,High,Standard,Rural,High,Moderate,Law,Law,87,PASS
female,22,group A,'master''s degree',divorced,regularly,free/reduced,1,Public,none,No,2,Night,Good,Moderate,No,High,No,High,No,High,No,Moderate,2,Yes,Moderate,4,Moderate,No,No,never,Law,Standard,Rural,High,High,Moderate,Law,45,FAIL
male,21,group D,'associate''s degree',divorced,sometimes,free/reduced,5,Public,completed,No,3,Anytime,Good,High,No,High,Moderate,High,High,High,Yes,High,2,No,Moderate,4,Moderate,No,No,regulary,Law,Standard,Rural,Moderate,Law,Moderate,Law,84,PASS
male,20,group B,'associate''s degree',married,regularly,standard,4,Public,completed,No,2,Anytime,Good,No,Yes,No,No,No,No,Moderate,No,No,0,No,Moderate,5,Low,Yes,No,never,High,Standard,Rural,Law,High,Law,High,61,PASS
male,20,group C,some college,single,sometimes,standard,5,Public,none,No,3,Anytime,Awful,Moderate,No,No,Moderate,No,Moderate,High,No,High,0,No,High,7,High,Yes,Yes,regulary,Law,Standard,Rural,Law,Moderate,Moderate,High,53,FAIL
male,24,group C,high school,divorced,regularly,free/reduced,3,Public,none,High,2,Night,Good,Moderate,No,Moderate,High,Moderate,High,Moderate,Yes,Moderate,2,No,No,5,Moderate,No,Yes,sometimes,High,Standard,Rural,Moderate,High,Law,Law,56,FAIL
male,18,group D,high school,single,sometimes,standard,3,Public,completed,No,3,Anytime,Bad,Moderate,No,No,High,High,Moderate,High,No,High,1,No,Moderate,4,Moderate,Yes,Yes,never,High,Standard,Rural,Moderate,High,Law,Law,81,PASS
female,21,group C,some high school,divorced,regularly,standard,2,Public,none,Moderate,4,Night,Good,No,No,Moderate,No,No,Moderate,Moderate,Yes,Moderate,0,Yes,No,7,Moderate,Yes,Yes,regulary,Law,Standard,Rural,Moderate,Law,Law,Law,57,FAIL
female,24,group B,some college,single,sometimes,standard,3,Public,completed,Moderate,4,Anytime,Good,No,Yes,No,Moderate,Moderate,High,High,Yes,High,0,Yes,High,5,Moderate,Yes,No,sometimes,High,Standard,Rural,Moderate,High,Law,Law,83,PASS
male,23,group A,some college,married,regularly,standard,1,Public,none,Moderate,2,Anytime,Awful,High,Yes,No,Moderate,No,High,High,Yes,High,2,No,Moderate,4,Moderate,No,No,never,Law,Standard,Rural,High,Moderate,Law,High,49,FAIL
male,22,group C,high school,single,sometimes,standard,5,Public,none,No,5,Night,Fabulous,High,No,No,Moderate,Moderate,No,High,No,High,1,No,No,4,Low,Yes,Yes,sometimes,Law,Standard,Rural,Moderate,High,High,High,68,PASS
male,19,group C,'associate''s degree',married,regularly,standard,2,Public,none,No,4,Anytime,Bad,Moderate,No,High,Moderate,High,Moderate,No,Yes,No,2,Yes,No,6,Low,No,No,regulary,Law,Standard,Rural,Moderate,Moderate,High,High,50,FAIL
female,22,group D,'associate''s degree',divorced,regularly,free/reduced,5,Public,none,No,5,Anytime,Good,High,No,Moderate,High,Moderate,High,High,Yes,High,0,No,No,6,High,No,Yes,sometimes,Law,Standard,Rural,High,High,Moderate,Moderate,66,PASS
female,21,group D,'master''s degree',divorced,sometimes,standard,4,Public,none,No,3,Anytime,Bad,High,Yes,High,Moderate,Moderate,Moderate,High,No,High,2,No,Moderate,6,Low,No,Yes,regulary,Law,Standard,Rural,Law,High,Moderate,High,65,PASS
female,19,group C,'master''s degree',married,sometimes,free/reduced,5,Public,none,No,5,Morning,Fabulous,High,No,Moderate,No,High,No,No,No,High,1,Yes,No,5,Moderate,Yes,Yes,never,High,Standard,Rural,Moderate,Moderate,High,Moderate,79,PASS
female,21,group C,some college,divorced,regularly,standard,1,Public,none,No,2,Anytime,Bad,No,Yes,No,No,Moderate,Moderate,High,No,High,2,Yes,High,5,Low,Yes,Yes,sometimes,High,Standard,Rural,Law,Moderate,Law,Moderate,54,FAIL
female,23,group C,some high school,married,regularly,standard,5,Public,none,Moderate,2,Anytime,Fabulous,No,Yes,Moderate,No,High,High,No,Yes,No,2,Yes,High,5,Low,No,No,never,High,Standard,Rural,Law,Moderate,Law,Moderate,47,FAIL
male,23,group B,'master''s degree',single,sometimes,free/reduced,5,Public,none,No,4,Night,Bad,High,Yes,High,No,No,Moderate,Moderate,No,High,2,No,Moderate,6,Moderate,Yes,Yes,regulary,High,Experimental,Rural,Moderate,High,Law,High,59,FAIL
male,23,group D,'associate''s degree',married,sometimes,standard,3,Public,none,Moderate,5,Morning,Good,Moderate,Yes,No,No,High,No,Moderate,Yes,High,2,No,Moderate,5,Moderate,Yes,Yes,regulary,High,Experimental,Rural,Law,Law,High,Moderate,63,PASS
male,24,group D,some college,married,sometimes,standard,1,Public,none,High,4,Night,Good,Moderate,No,High,No,No,No,High,Yes,No,1,No,High,4,Low,Yes,Yes,never,Law,Experimental,Rural,Moderate,Moderate,Law,Moderate,65,PASS
male,19,group D,some college,single,sometimes,standard,3,Public,none,No,4,Night,Fabulous,Moderate,No,No,High,No,High,High,Yes,Moderate,2,Yes,High,6,Low,Yes,No,sometimes,Law,Experimental,Rural,Moderate,High,High,Moderate,91,PASS
female,21,group D,high school,married,regularly,standard,5,Public,completed,Moderate,4,Morning,Fabulous,Moderate,Yes,Moderate,High,Moderate,No,High,Yes,Moderate,1,No,High,7,High,Yes,No,never,Law,Experimental,Rural,Law,High,Moderate,Law,56,FAIL
female,19,group C,'associate''s degree',divorced,sometimes,standard,5,Public,completed,No,4,Anytime,Fabulous,Moderate,No,Moderate,No,No,No,High,No,High,2,No,No,7,Low,No,Yes,never,Law,Experimental,Rural,High,High,High,Law,97,PASS
male,24,group B,'master''s degree',married,regularly,standard,4,Public,none,No,3,Anytime,Bad,Moderate,No,Moderate,High,High,High,High,Yes,No,1,Yes,No,7,Low,Yes,No,regulary,High,Experimental,Rural,High,High,Moderate,Moderate,75,PASS
female,19,group D,some high school,married,never,standard,3,Public,none,No,2,Anytime,Awful,No,Yes,Moderate,Moderate,No,Moderate,High,Yes,No,1,Yes,Moderate,7,Low,No,No,sometimes,Law,Experimental,Rural,High,High,High,High,70,PASS
female,23,group C,some college,single,sometimes,free/reduced,1,Public,none,Moderate,4,Night,Good,High,Yes,No,High,No,No,Moderate,Yes,High,0,No,No,6,Low,No,No,regulary,Law,Experimental,Rural,High,Law,Moderate,Moderate,67,PASS
female,18,group C,some high school,divorced,sometimes,standard,4,Public,none,Moderate,3,Morning,Fabulous,Moderate,Yes,No,Moderate,Moderate,Moderate,High,Yes,No,0,Yes,Moderate,4,Low,Yes,Yes,never,Law,Experimental,Rural,High,High,Law,Moderate,77,PASS
male,21,group D,high school,married,regularly,standard,1,Public,none,No,2,Anytime,Fabulous,No,No,High,No,High,No,High,No,Moderate,0,Yes,High,4,Low,Yes,Yes,regulary,Law,Experimental,Rural,Law,Moderate,High,Law,64,PASS
female,19,group B,'master''s degree',married,sometimes,standard,4,Public,completed,High,5,Anytime,Good,High,Yes,High,High,No,Moderate,Moderate,Yes,High,2,Yes,High,5,Low,Yes,No,regulary,Law,Experimental,Rural,Moderate,Moderate,Law,Moderate,77,PASS
male,23,group D,'master''s degree',married,sometimes,standard,2,Public,none,Moderate,4,Anytime,Good,Moderate,Yes,Moderate,No,Moderate,Moderate,No,Yes,High,1,No,Moderate,6,Moderate,Yes,Yes,regulary,Law,Experimental,Rural,Law,Moderate,Moderate,High,67,PASS
male,21,group C,high school,married,never,standard,4,Public,completed,Moderate,3,Anytime,Fabulous,High,Yes,Moderate,Moderate,No,High,Moderate,No,No,1,No,Moderate,7,High,No,Yes,sometimes,Law,Experimental,Rural,High,High,High,Moderate,76,PASS
male,19,group E,'associate''s degree',married,sometimes,standard,1,Public,completed,No,2,Night,Good,High,No,No,No,Moderate,No,High,No,High,0,Yes,High,4,Low,No,No,never,Law,Experimental,Rural,Moderate,Law,Moderate,Moderate,100,PASS
female,18,group A,'bachelor''s degree',married,never,standard,4,Public,completed,Moderate,2,Anytime,Fabulous,Moderate,No,No,Moderate,Moderate,Moderate,Moderate,Yes,High,2,Yes,High,4,High,No,Yes,regulary,High,Experimental,Rural,Moderate,Law,Moderate,High,92,PASS
female,20,group C,'associate''s degree',married,sometimes,free/reduced,1,Public,none,Moderate,5,Anytime,Fabulous,Moderate,Yes,No,Moderate,No,Moderate,No,No,Moderate,0,Yes,Moderate,6,Moderate,No,Yes,sometimes,High,Experimental,Rural,Moderate,High,Moderate,High,77,PASS
male,23,group E,some high school,married,sometimes,standard,4,Public,completed,Moderate,3,Night,Good,Moderate,Yes,No,No,No,High,High,Yes,High,2,No,Moderate,5,Moderate,No,Yes,regulary,High,Experimental,Rural,Moderate,Moderate,High,Moderate,88,PASS
female,20,group E,high school,married,regularly,free/reduced,5,Public,none,Moderate,2,Anytime,Fabulous,Moderate,Yes,No,High,High,Moderate,High,Yes,Moderate,1,Yes,High,7,Moderate,Yes,Yes,regulary,Law,Experimental,Rural,High,High,High,Moderate,33,FAIL
male,23,group B,'master''s degree',married,sometimes,free/reduced,5,Public,none,No,4,Anytime,Fabulous,No,Yes,High,No,High,No,High,Yes,High,2,Yes,Moderate,7,Moderate,Yes,Yes,regulary,High,Experimental,Rural,Law,Moderate,High,Law,39,FAIL
male,23,group C,some college,married,sometimes,standard,4,Public,completed,Moderate,4,Morning,Good,No,Yes,No,No,No,No,Moderate,Yes,Moderate,2,No,High,5,High,Yes,No,never,Law,Experimental,Rural,High,High,Law,Moderate,48,FAIL
female,20,group D,some college,single,regularly,free/reduced,5,Public,none,Moderate,2,Night,Bad,No,Yes,Moderate,Moderate,Moderate,Moderate,No,Yes,No,0,Yes,Moderate,5,Moderate,Yes,No,never,High,Experimental,Rural,Moderate,Moderate,Moderate,Moderate,28,FAIL
male,23,group A,'master''s degree',divorced,regularly,standard,2,Public,none,High,4,Night,Fabulous,No,No,No,No,High,No,High,No,High,0,Yes,No,6,Moderate,Yes,No,sometimes,Law,Standard,Urban,Law,Moderate,High,High,82,PASS
female,24,group B,some college,divorced,regularly,standard,2,Public,none,Moderate,5,Night,Fabulous,Moderate,No,Moderate,Moderate,Moderate,Moderate,Moderate,Yes,Moderate,1,Yes,Moderate,6,Low,No,No,never,Law,Standard,Urban,Law,Law,Moderate,Law,79,PASS
female,22,group B,some high school,married,sometimes,standard,4,Public,none,No,2,Night,Awful,Moderate,Yes,Moderate,High,Moderate,High,High,Yes,High,0,Yes,Moderate,7,Low,Yes,No,sometimes,Law,Standard,Urban,High,Moderate,Moderate,Law,78,PASS
female,20,group C,some high school,single,regularly,free/reduced,4,Public,completed,No,3,Anytime,Bad,High,Yes,Moderate,Moderate,No,No,High,Yes,High,0,Yes,No,6,High,Yes,Yes,sometimes,Law,Standard,Urban,High,High,High,Law,62,PASS
male,20,group A,high school,married,never,standard,3,Public,completed,No,5,Morning,Good,High,Yes,High,Moderate,Moderate,Moderate,Moderate,No,High,2,Yes,Moderate,4,Moderate,Yes,Yes,regulary,Law,Standard,Urban,High,Moderate,High,High,67,PASS
male,24,group D,'associate''s degree',married,sometimes,free/reduced,2,Public,completed,Moderate,4,Anytime,Fabulous,No,No,No,High,Moderate,Moderate,High,Yes,High,1,Yes,No,5,Low,Yes,No,regulary,Law,Standard,Urban,Moderate,Law,Law,Moderate,69,PASS
male,24,group E,some college,married,sometimes,standard,1,Public,completed,No,4,Anytime,Awful,Moderate,Yes,No,Moderate,No,No,Moderate,No,Moderate,1,Yes,No,7,Moderate,No,Yes,sometimes,High,Standard,Urban,Moderate,High,Moderate,Moderate,90,PASS
male,20,group C,'associate''s degree',divorced,sometimes,free/reduced,3,Public,none,No,3,Anytime,Good,High,Yes,Moderate,High,High,Moderate,Moderate,No,No,0,No,No,6,High,No,No,never,Law,Standard,Urban,High,Law,Moderate,High,49,FAIL
female,20,group E,'associate''s degree',married,never,free/reduced,5,Public,none,No,2,Anytime,Awful,Moderate,Yes,Moderate,No,No,Moderate,Moderate,No,High,1,Yes,High,6,Low,Yes,No,regulary,Law,Standard,Urban,Moderate,High,Law,Moderate,71,PASS
male,18,group A,some college,married,sometimes,standard,5,Public,completed,No,2,Morning,Fabulous,Moderate,Yes,Moderate,Moderate,Moderate,High,High,No,No,1,No,No,5,Moderate,No,Yes,sometimes,High,Standard,Urban,High,High,Law,Moderate,94,PASS
male,23,group D,'master''s degree',married,never,standard,2,Public,completed,No,2,Anytime,Good,No,No,High,High,High,Moderate,High,No,High,0,No,No,7,Low,Yes,Yes,regulary,High,Standard,Urban,High,High,Law,High,84,PASS
female,21,group D,'associate''s degree',single,sometimes,free/reduced,5,Public,none,No,2,Morning,Good,High,Yes,Moderate,High,High,Moderate,Moderate,Yes,Moderate,1,No,No,4,High,No,No,never,Law,Standard,Urban,High,Law,Moderate,Law,71,PASS
male,20,group C,some high school,single,sometimes,standard,3,Public,none,Moderate,3,Morning,Bad,High,No,High,Moderate,No,Moderate,High,No,High,0,No,No,5,Moderate,Yes,Yes,never,Law,Standard,Urban,Law,Law,High,Moderate,65,PASS
female,20,group E,'associate''s degree',married,sometimes,free/reduced,1,Public,completed,No,2,Anytime,Good,High,No,High,High,High,No,Moderate,No,High,0,No,No,4,Moderate,Yes,Yes,sometimes,Law,Standard,Urban,Moderate,Law,Moderate,Moderate,50,FAIL
female,18,group C,'associate''s degree',married,regularly,standard,5,Public,none,Moderate,2,Anytime,Fabulous,High,Yes,High,No,No,Moderate,High,Yes,High,2,Yes,Moderate,5,Moderate,Yes,No,sometimes,Law,Standard,Urban,Moderate,High,High,High,67,PASS
male,24,group E,high school,single,never,standard,4,Public,none,High,2,Night,Fabulous,Moderate,Yes,No,No,No,High,High,Yes,High,0,Yes,Moderate,5,Moderate,Yes,Yes,never,High,Standard,Urban,High,Moderate,High,Law,89,PASS
female,23,group B,'bachelor''s degree',married,never,free/reduced,1,Public,completed,No,2,Anytime,Fabulous,Moderate,Yes,High,No,No,Moderate,Moderate,Yes,High,2,Yes,Moderate,4,Low,Yes,No,regulary,High,Standard,Urban,Law,Moderate,Law,Law,65,PASS
male,19,group A,high school,married,regularly,standard,3,Public,none,Moderate,5,Anytime,Fabulous,Moderate,Yes,No,No,No,Moderate,High,Yes,Moderate,1,Yes,High,4,Moderate,Yes,No,regulary,High,Standard,Urban,High,Moderate,High,Law,84,PASS
male,21,group A,'associate''s degree',divorced,never,standard,2,Public,completed,Moderate,2,Morning,Awful,Moderate,No,Moderate,Moderate,Moderate,Moderate,Moderate,Yes,No,0,No,Moderate,5,High,No,No,never,High,Standard,Urban,Moderate,Law,Moderate,Moderate,76,PASS
male,22,group C,some high school,divorced,sometimes,standard,4,Public,none,High,4,Morning,Awful,No,No,No,No,No,No,Moderate,Yes,No,0,Yes,No,7,Moderate,Yes,Yes,sometimes,Law,Standard,Urban,High,High,Law,Moderate,55,FAIL
male,24,group D,some college,married,sometimes,standard,2,Public,completed,No,2,Morning,Good,No,No,High,Moderate,Moderate,Moderate,Moderate,Yes,No,1,No,Moderate,5,Moderate,Yes,Yes,never,Law,Standard,Urban,High,Moderate,Law,Law,72,PASS
male,23,group D,'bachelor''s degree',married,never,standard,2,Public,completed,No,4,Anytime,Good,No,Yes,No,Moderate,Moderate,No,No,Yes,No,1,Yes,Moderate,5,Low,Yes,No,regulary,Law,Standard,Urban,High,High,Moderate,Moderate,95,PASS
female,18,group D,'master''s degree',married,sometimes,standard,3,Public,none,No,4,Night,Bad,Moderate,Yes,High,High,No,No,High,No,High,2,Yes,No,5,High,No,No,sometimes,Law,Standard,Urban,Moderate,Law,Moderate,High,94,PASS
male,21,group C,some high school,married,sometimes,free/reduced,4,Public,none,Moderate,4,Anytime,Awful,High,Yes,No,No,No,Moderate,High,Yes,Moderate,2,Yes,No,4,Low,No,Yes,regulary,Law,Standard,Urban,Law,Moderate,Law,Law,57,FAIL
female,20,group C,'master''s degree',married,never,standard,4,Public,none,No,2,Anytime,Bad,Moderate,Yes,Moderate,Moderate,Moderate,Moderate,Moderate,No,High,2,No,Moderate,7,High,Yes,No,sometimes,High,Standard,Urban,High,Law,High,Moderate,94,PASS
female,23,group D,some high school,divorced,sometimes,standard,4,Public,none,No,3,Morning,Awful,Moderate,Yes,High,Moderate,Moderate,Moderate,No,Yes,Moderate,2,No,No,5,Low,No,Yes,never,Law,Standard,Urban,Moderate,High,Moderate,Moderate,85,PASS
female,19,group D,high school,married,never,standard,3,Public,completed,Moderate,2,Night,Good,High,No,Moderate,Moderate,Moderate,High,High,Yes,High,0,Yes,No,7,Moderate,Yes,No,regulary,Law,Standard,Urban,Moderate,High,Moderate,High,79,PASS
male,23,group C,'bachelor''s degree',married,sometimes,standard,5,Public,none,No,2,Night,Good,No,No,No,No,Moderate,No,High,Yes,High,1,No,High,6,Low,Yes,No,never,Law,Standard,Urban,Law,Moderate,Moderate,Law,93,PASS
female,23,group D,some college,married,never,standard,4,Public,none,Moderate,3,Night,Good,No,No,No,No,Moderate,High,Moderate,Yes,High,1,Yes,No,7,Low,No,Yes,never,High,Standard,Urban,High,Moderate,Law,Moderate,86,PASS
male,20,group C,'bachelor''s degree',married,regularly,standard,1,Public,completed,No,4,Morning,Good,Moderate,No,No,Moderate,Moderate,Moderate,Moderate,No,No,1,Yes,No,5,Low,Yes,No,sometimes,High,Experimental,Urban,Moderate,Moderate,High,High,82,PASS
male,19,group C,some college,married,regularly,standard,2,Public,none,High,4,Night,Fabulous,High,Yes,High,Moderate,Moderate,No,Moderate,Yes,No,2,No,High,6,Low,Yes,Yes,never,High,Experimental,Urban,Law,Law,High,High,67,PASS
female,22,group E,high school,married,regularly,free/reduced,3,Public,completed,Moderate,2,Night,Bad,No,No,Moderate,Moderate,No,Moderate,Moderate,Yes,High,2,No,High,6,Low,No,Yes,sometimes,Law,Experimental,Urban,Moderate,Law,Moderate,Moderate,73,PASS
male,21,group B,some high school,married,sometimes,free/reduced,2,Public,completed,No,3,Night,Bad,Moderate,No,Moderate,No,No,Moderate,No,No,High,1,Yes,Moderate,6,Low,No,Yes,regulary,High,Experimental,Urban,High,Moderate,Moderate,High,73,PASS
male,22,group C,'bachelor''s degree',widowed,sometimes,standard,4,Public,none,Moderate,3,Anytime,Fabulous,Moderate,Yes,High,Moderate,Moderate,Moderate,High,Yes,High,1,Yes,Moderate,5,Low,Yes,No,sometimes,High,Experimental,Urban,High,Law,High,Law,64,PASS
